review,sentiment
heartwarming and genuinely touching. and also one of the best films I have seen. and also incredibly well paced and entertaining. and also the acting was phenomenal throughout.,0
engaging and thought provoking. furthermore the plot twists were spectacular. honestly deeply moving and memorable experience.,1
the script was badly written. to be honest poorly directed mess of a film. and also painfully boring and slow paced. in addition poorly directed mess of a film.,0
Saw this with family. the plot twists were spectacular. I felt that emotionally powerful and moving.,1
Saw this with family. emotionally powerful and moving. to be honest beautifully crafted story.,1
Watched it last night. could not connect with any character. and also painfully boring and slow paced. and also the dialogue was awful. and also wooden performances from the entire cast.,0
Would recommend. a triumph of storytelling. furthermore engaging and thought provoking.,1
the plot made absolutely no sense. and also wooden performances from the entire cast.,1
Would recommend. deeply disappointing film. the cast was complete waste of time and money. in addition the director tried something different.,0
Watched it last night. superb direction and writing. the story was one of the best films I have seen.,1
two hours I will never get back. the story was painfully boring and slow paced. furthermore two hours I will never get back. and also fell apart completely in the third act.,0
outstanding performance by the lead actor. I felt that it was not what I expected. furthermore heartwarming and genuinely touching. in addition superb direction and writing. furthermore beautifully crafted story.,1
Would recommend. beautifully crafted story. and also superb direction and writing. to be honest the director tried something different. honestly a triumph of storytelling.,1
